0.78125,0.40234,0.34375
0.78516,0.39063,0.42969
0.75,0.40234,0.51953
0.67969,0.43359,0.59766
0.57813,0.47266,0.65234
0.45313,0.50781,0.67578
0.30859,0.53906,0.66797
0.16016,0.55859,0.625
0.050781,0.57031,0.55469
0.13672,0.57422,0.46875
0.25781,0.57031,0.375
0.36719,0.5625,0.28906
0.46875,0.54297,0.22266
0.56641,0.51563,0.1875
0.65234,0.48047,0.19531
0.72266,0.44531,0.23828
0.76953,0.41406,0.3125
